Sample in Buffer	Sample in Window	/vad	/DP_main/scr_o<0>	/DP_main/scr_o<1>	/DP_main/scr_o<2>	/DP_main/scr_o<3>	/DP_main/scr_o<4>	/DP_main/scr_o<5>	/DP_main/scr_o<6>	/DP_main/scr_o<7>	/DP_main/scr_o<8>	/DP_main/scr_o<9>	/DP_main/scr_o<10>	/DP_main/scr_o<11>	/DP_main/scr_o<12>	/DP_main/scr_o<13>	/DP_main/scr_o<14>	/DP_main/scr_o<15>	/DP_main/scr_o<16>	/DP_main/scr_o<17>	/DP_main/scr_o<18>	/DP_main/scr_o<19>	/DP_main/scr_o<20>	/DP_main/scr_o<21>	/DP_main/scr_o<22>	/DP_main/scr_o<23>	/DP_main/len_o<0>	/DP_main/len_o<1>	/DP_main/len_o<2>	/DP_main/len_o<3>	/DP_main/len_o<4>	/DP_main/len_o<5>	/DP_main/len_o<6>	/DP_main/len_o	/DP_main/scr_o
150	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	07FEDF	
151	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	3A	08D2FB	
152	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	3A	0839FB	
153	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	07BDEF	
154	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	07BFFB	
155	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	07BEF9	
156	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06F5FB	
157	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06FDFB	
158	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	07DFDD	
159	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06F7ED	
160	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06F7F9	
161	0	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06F679	
162	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06B6FD	
163	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06B6FB	
164	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	3B	06BEDB	
165	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06BEEB	
166	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06FE6D	
167	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	067F6B	
168	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	067F6B	
169	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06FC6B	
170	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06F4CB	
171	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06DECB	
172	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06AE39	
173	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06A739	
174	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06FC6E	
175	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06F86B	
176	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06F76B	
177	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06FFE9	
178	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	3B	06BEFD	
179	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	3A	06BFD8	
180	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	3B	06B4FF	
